1 | 2614613 | 6 | 31.853 | 0 ( 0 0 0 ) | 
1 | 2614624 | 6 | 25.0757 | 0 ( 0 0 0 ) | 
1 | 2614626 | 6 | 72.7162 | 0.00835738 ( 0 0.607717 0 ) | 
1 | 2614642 | 6 | 62.2746 | 0 ( 0 0 0 ) | 
1 | 2614643 | 6 | 31.9613 | 0.118176 ( 0.68072 1.95714 1.13919 ) | 
1 | 2614658 | 6 | 53.7909 | 0.0585011 ( 0.892674 2.25416 0 ) | 
1 | 2614662 | 6 | 25.6351 | 0.084154 ( 2.15729 0 0 ) | 
1 | 2614685 | 6 | 58.0623 | 0 ( 0 0 0 ) | 
1 | 2614691 | 6 | 124.492 | 0 ( 0 0 0 ) | 
1 | 2614693 | 6 | 38.4505 | 0.0421298 ( 0 1.61991 0 ) | 
1 | 2614732 | 6 | 71.7245 | 0.0133281 ( 0 0.955951 0 ) | 
1 | 2614737 | 6 | 44.8796 | 0.0133365 ( 0 0.598536 0 ) | 
1 | 2614739 | 6 | 41.4557 | 0.016748 ( 0 0.145593 0.548708 ) | 
1 | 2687557 | 6 | 23.7338 | 0.0617184 ( 0 1.46481 0 ) | 
1 | 2687581 | 6 | 58.2633 | 0 ( 0 0 0 ) | 
1 | 2687593 | 6 | 41.3962 | 0.0382128 ( 0 1.58187 0 ) | 
1 | 2687608 | 6 | 28.3712 | 0.0322755 ( 0.686574 0.22912 0 ) | 
1 | 2687648 | 6 | 65.524 | 0.0441052 ( 0.895294 1.99466 0 ) | 
1 | 2687675 | 6 | 55.4659 | 0.0388174 ( 0 2.15304 0 ) | 
1 | 2687690 | 6 | 30.2771 | 0.0248389 ( 0 0.752049 0 ) | 
1 | 2687703 | 6 | 48.5753 | 0.00911556 ( 0 0.442791 0 ) | 
1 | 2687711 | 6 | 75.9719 | 0.0138822 ( 0 0 1.05466 ) | 
1 | 2687717 | 6 | 35.733 | 0.0152886 ( 0 0.546306 0 ) | 
1 | 2687770 | 6 | 52.6365 | 0.0107091 ( 0 0.56369 0 ) | 
1 | 2687778 | 6 | 23.5911 | 0.0494611 ( 0 0.180153 0.986687 ) | 
1 | 2687782 | 6 | 52.8382 | 0 ( 0 0 0 ) | 
1 | 2687793 | 6 | 33.9376 | 0.0125747 ( 0 0.426756 0 ) | 
1 | 2687823 | 6 | 41.984 | 0.0467708 ( 1.31547 0.648157 0 ) | 
1 | 2687831 | 6 | 26.9081 | 0.0364847 ( 0.771144 0.21059 0 ) | 
1 | 2687849 | 6 | 49.2545 | 0.0910154 ( 0.699989 3.78293 0 ) | 
1 | 2687877 | 6 | 69.1998 | 0.0537761 ( 0 2.01273 1.70856 ) | 
1 | 2687881 | 6 | 44.7662 | 0.00211892 ( 0 0.094856 0 ) | 
1 | 2687884 | 6 | 26.8991 | 0.136843 ( 0.845901 1.88665 0.948402 ) | 
1 | 2687897 | 6 | 40.1502 | 0.0312542 ( 0 1.25486 0 ) | 
1 | 2687915 | 6 | 47.5402 | 0.0884255 ( 1.50021 1.61059 1.09296 ) | 
1 | 2687918 | 6 | 42.7607 | 0.0763839 ( 0 3.26623 0 ) | 
1 | 2687923 | 6 | 47.2704 | 0.0132161 ( 0 0.624732 0 ) | 
1 | 2687925 | 6 | 28.8462 | 0.0468522 ( 0 0.560776 0.790733 ) | 
1 | 2687933 | 6 | 27.51 | 0.105937 ( 1.00162 1.382 0.530702 ) | 
1 | 2688001 | 6 | 36.3894 | 0.0297897 ( 0 0.123779 0.960252 ) | 
1 | 2688002 | 6 | 77.7827 | 0.019154 ( 0 1.48985 0 ) | 
1 | 2688004 | 6 | 128.719 | 0.00826769 ( 0 1.06421 0 ) | 
1 | 2688007 | 6 | 25.6058 | 0 ( 0 0 0 ) | 
1 | 2688042 | 6 | 40.63 | 0.0177249 ( 0 0.720163 0 ) | 
1 | 2688058 | 6 | 49.1524 | 0.00851827 ( 0 0.418694 0 ) | 
1 | 2688059 | 6 | 46.7539 | 0.024116 ( 0 1.12752 0 ) | 
1 | 2688130 | 6 | 30.7029 | 0.0668722 ( 0.666627 1.38654 0 ) | 
1 | 2688136 | 6 | 44.1321 | 0.0541046 ( 1.60738 0.780366 0 ) | 
1 | 2688148 | 6 | 81.1666 | 0.0146323 ( 0.797316 0.390339 0 ) | 
1 | 2688154 | 6 | 27.0211 | 0.0292737 ( 0.791009 0 0 ) | 
1 | 2688155 | 6 | 27.5058 | 0.125849 ( 0 3.46158 0 ) | 
1 | 2688170 | 6 | 51.9619 | 0.002558 ( 0 0.132918 0 ) | 
1 | 3868187 | 8 | 51.3307 | 0.00513984 ( 0 0.263831 0 ) | 
1 | 3868197 | 8 | 26.0921 | 0 ( 0 0 0 ) | 
1 | 3868218 | 8 | 67.7895 | 0.00629283 ( 0 0.426588 0 ) | 
1 | 3868219 | 8 | 41.1068 | 0.0309202 ( 0 0.396425 0.874607 ) | 
1 | 3868223 | 8 | 23.4768 | 0.0755269 ( 0 0.517042 1.25609 ) | 
1 | 3868288 | 8 | 34.1287 | 0.135765 ( 0 1.65574 2.97774 ) | 
1 | 3868295 | 8 | 20.3863 | 0.0687456 ( 0.663108 0 0.738362 ) | 
1 | 3868298 | 8 | 50.103 | 0 ( 0 0 0 ) | 
1 | 3868325 | 8 | 40.6061 | 0.00434088 ( 0 0.176266 0 ) | 
1 | 3868360 | 8 | 56.7799 | 0 ( 0 0 0 ) | 
1 | 3868366 | 8 | 70.9581 | 0 ( 0 0 0 ) | 
1 | 3868388 | 8 | 79.8856 | 0.0131879 ( 0 1.05353 0 ) | 
1 | 3868403 | 8 | 75.1613 | 0.0131452 ( 0 0.988013 0 ) | 
1 | 3868419 | 8 | 27.6295 | 0.108512 ( 2.99814 0 0 ) | 
1 | 3868426 | 8 | 38.5476 | 0.0512046 ( 0 1.97381 0 ) | 
1 | 3868434 | 8 | 59.8322 | 0.0341967 ( 0 0.604028 1.44203 ) | 
1 | 3868483 | 8 | 64.3928 | 0.018281 ( 0 1.17716 0 ) | 
1 | 3868492 | 8 | 56.2655 | 0.0565001 ( 0.928538 1.71388 0.536581 ) | 
1 | 3868494 | 8 | 41.3172 | 0.049459 ( 0 0 2.04351 ) | 
1 | 3868560 | 8 | 31.0108 | 0 ( 0 0 0 ) | 
1 | 3868566 | 8 | 46.9157 | 0.12206 ( 0 4.25071 1.4758 ) | 
1 | 3868600 | 8 | 49.8788 | 0.00266966 ( 0 0.133159 0 ) | 
1 | 3868629 | 8 | 27.1395 | 0 ( 0 0 0 ) | 
1 | 3868632 | 8 | 40.5116 | 0.0383512 ( 0 1.55367 0 ) | 
1 | 3868633 | 8 | 26.8976 | 0.0327138 ( 0 0.87992 0 ) | 
1 | 3868686 | 8 | 29.3246 | 0.0242584 ( 0 0 0.711366 ) | 
1 | 3868688 | 8 | 88.6742 | 0 ( 0 0 0 ) | 
1 | 3868700 | 8 | 64.2178 | 0.0207329 ( 0 1.33142 0 ) | 
1 | 3868723 | 8 | 33.1974 | 0 ( 0 0 0 ) | 
1 | 3868727 | 8 | 103.812 | 0.00821483 ( 0 0.852802 0 ) | 
1 | 3868736 | 8 | 35.7837 | 0.024472 ( 0 0.8757 0 ) | 
1 | 3868746 | 8 | 23.7625 | 0.0394386 ( 0 0.937161 0 ) | 
1 | 3868765 | 8 | 81.467 | 0.00790082 ( 0 0 0.643656 ) | 
1 | 3868780 | 8 | 21.2524 | 0.0729951 ( 0 1.05021 0.501113 ) | 
1 | 3868783 | 8 | 78.0557 | 0.0244539 ( 0 1.90877 0 ) | 
1 | 3868786 | 8 | 47.1803 | 0 ( 0 0 0 ) | 
1 | 3816189 | 8 | 45.7965 | 0 ( 0 0 0 ) | 
1 | 3816200 | 8 | 36.0076 | 0.048031 ( 0 0.106611 1.62287 ) | 
1 | 3816201 | 8 | 53.0608 | 0.0239286 ( 0 0 1.26967 ) | 
1 | 3816208 | 8 | 49.2766 | 0.0340204 ( 0 1.67641 0 ) | 
1 | 3816212 | 8 | 28.7988 | 0.0263079 ( 0 0.757636 0 ) | 
1 | 3816239 | 8 | 64.6957 | 0.0308161 ( 0 1.24203 0.75164 ) | 
1 | 3816240 | 8 | 86.1431 | 0.00627173 ( 0 0.540266 0 ) | 
1 | 3816257 | 8 | 81.2871 | 0.00207538 ( 0 0.168702 0 ) | 
1 | 3816262 | 8 | 36.2426 | 0 ( 0 0 0 ) | 
1 | 3816276 | 8 | 52.2042 | 0 ( 0 0 0 ) | 
1 | 3816285 | 8 | 37.5124 | 0.00702876 ( 0 0.263666 0 ) | 
1 | 3816292 | 8 | 26.2794 | 0.105606 ( 0 1.63717 1.13808 ) | 
1 | 3816293 | 8 | 64.4762 | 0.0122798 ( 0 0.218992 0.572764 ) | 
1 | 3816297 | 8 | 78.6843 | 0.0434943 ( 0 0.933905 2.48841 ) | 
1 | 3816312 | 8 | 51.6331 | 0 ( 0 0 0 ) | 
1 | 3816320 | 8 | 43.8955 | 0.037634 ( 0 1.65196 0 ) | 
1 | 3816323 | 8 | 47.6739 | 0.0559306 ( 0 2.66643 0 ) | 
1 | 3816325 | 8 | 71.205 | 0.023096 ( 0.758406 0.886147 0 ) | 
1 | 3816327 | 8 | 27.2059 | 0.026097 ( 0 0.709994 0 ) | 
1 | 3816373 | 8 | 30.4424 | 0.0325021 ( 0 0.989441 0 ) | 
1 | 3816385 | 8 | 173.743 | 0.0064444 ( 0 0.481033 0.638638 ) | 
1 | 3816403 | 8 | 27.2717 | 0.126534 ( 0.946607 1.86057 0.643621 ) | 
1 | 3816411 | 8 | 40.9345 | 0.0722265 ( 0 2.95656 0 ) | 
1 | 3816414 | 8 | 29.1371 | 0.013336 ( 0 0.388572 0 ) | 
1 | 3816455 | 8 | 41.699 | 0.0602959 ( 0 1.85889 0.655383 ) | 
1 | 3816459 | 8 | 33.1503 | 0 ( 0 0 0 ) | 
1 | 3816461 | 8 | 47.3276 | 0.0302115 ( 0 0.781365 0.648472 ) | 
1 | 3816464 | 8 | 89.2962 | 0.0319688 ( 0.87607 1.97862 0 ) | 
1 | 3816513 | 8 | 67.6125 | 0.0141506 ( 0 0.956756 0 ) | 
1 | 3816534 | 8 | 98.2729 | 0.0249949 ( 0.925758 1.53056 0 ) | 
1 | 3816580 | 8 | 58.4111 | 0.0190013 ( 0 1.10989 0 ) | 
1 | 3816582 | 8 | 84.0755 | 0.0146417 ( 1.00504 0.225973 0 ) | 
1 | 3816598 | 8 | 60.6853 | 0.0115026 ( 0 0 0.698037 ) | 
1 | 3816614 | 8 | 25.7231 | 0.0316244 ( 0 0.813477 0 ) | 
1 | 3816619 | 8 | 41.3576 | 0 ( 0 0 0 ) | 
1 | 3816620 | 8 | 76.9365 | 0.0575642 ( 0 4.42879 0 ) | 
1 | 3816621 | 8 | 63.4314 | 0 ( 0 0 0 ) | 
1 | 3816658 | 8 | 87.6564 | 0 ( 0 0 0 ) | 
1 | 3816662 | 8 | 36.8 | 0.06945 ( 0 1.96191 0.593851 ) | 
1 | 3816663 | 8 | 46.1712 | 0.0237069 ( 0 1.09458 0 ) | 
1 | 3816674 | 8 | 58.6308 | 0 ( 0 0 0 ) | 
1 | 3816691 | 8 | 38.3768 | 0.0981031 ( 1.65861 1.38211 0.724157 ) | 
1 | 3816704 | 8 | 36.5931 | 0.0689716 ( 0 2.52389 0 ) | 
1 | 3816742 | 8 | 30.642 | 0 ( 0 0 0 ) | 
1 | 3771334 | 8 | 28.2772 | 0 ( 0 0 0 ) | 
1 | 3771346 | 8 | 42.2931 | 0.0526846 ( 0 2.22819 0 ) | 
1 | 3771352 | 8 | 45.5017 | 0.0549766 ( 0.791368 1.71016 0 ) | 
1 | 3771355 | 8 | 61.0654 | 0.0812646 ( 1.9865 2.36502 0.610932 ) | 
1 | 3771408 | 8 | 33.3666 | 0.0506623 ( 1.69043 0 0 ) | 
1 | 3771409 | 8 | 59.5978 | 0.0324848 ( 0 0.925135 1.01089 ) | 
1 | 3771426 | 8 | 39.7291 | 0.0213092 ( 0.846597 0 0 ) | 
1 | 3771439 | 8 | 46.847 | 0 ( 0 0 0 ) | 
1 | 3771456 | 8 | 22.8455 | 0 ( 0 0 0 ) | 
1 | 3771471 | 8 | 69.5414 | 0.0506924 ( 0.785008 2.74021 0 ) | 
1 | 3771483 | 8 | 49.5431 | 0.0884311 ( 0 3.82224 0.558913 ) | 
1 | 3771485 | 8 | 28.0564 | 0.0488687 ( 0 1.37108 0 ) | 
1 | 3771486 | 8 | 70.0442 | 0.00854497 ( 0 0.598526 0 ) | 
1 | 3771499 | 8 | 50.245 | 0.00805846 ( 0 0.404897 0 ) | 
1 | 3771510 | 8 | 49.3416 | 0.00399287 ( 0 0.197015 0 ) | 
1 | 3771525 | 8 | 107.566 | 0.00414945 ( 0 0.446339 0 ) | 
1 | 3771543 | 8 | 53.5145 | 0.0315271 ( 0.805193 0.167207 0.714754 ) | 
1 | 3771545 | 8 | 44.0932 | 0 ( 0 0 0 ) | 
1 | 3771579 | 8 | 62.73 | 0.00910889 ( 0 0.571401 0 ) | 
1 | 3771587 | 8 | 35.9159 | 0.0265332 ( 0 0 0.952965 ) | 
1 | 3771611 | 8 | 126.342 | 0.021615 ( 1.90753 0.823364 0 ) | 
1 | 3771653 | 8 | 34.6649 | 0.00496815 ( 0 0.17222 0 ) | 
1 | 3771682 | 8 | 52.5191 | 0.0673754 ( 2.51315 1.02534 0 ) | 
1 | 3771697 | 8 | 74.9763 | 0.056688 ( 0.82406 1.3198 2.10639 ) | 
1 | 3771703 | 8 | 47.2918 | 0.0559134 ( 0 0.539635 2.10461 ) | 
1 | 3771707 | 8 | 29.9092 | 0.0851539 ( 1.001 1.54589 0 ) | 
1 | 3771723 | 8 | 43.9241 | 0.0251089 ( 0.528095 0 0.574792 ) | 
1 | 3771747 | 8 | 46.9866 | 0.00638364 ( 0 0.299946 0 ) | 
1 | 3771755 | 8 | 47.5864 | 0 ( 0 0 0 ) | 
1 | 3771788 | 8 | 26.316 | 0.0557641 ( 0.833633 0 0.633855 ) | 
1 | 3771838 | 8 | 141.629 | 0 ( 0 0 0 ) | 
1 | 3771850 | 8 | 24.249 | 0.0100321 ( 0 0.243268 0 ) | 
1 | 3771866 | 8 | 120.584 | 0 ( 0 0 0 ) | 
1 | 3771871 | 8 | 36.3499 | 0.096817 ( 0.853671 2.66562 0 ) | 
1 | 3771899 | 8 | 51.4925 | 0.0598096 ( 0 3.07974 0 ) | 
1 | 3771917 | 8 | 20.5259 | 0.0396642 ( 0 0.814142 0 ) | 
1 | 3771923 | 8 | 25.1541 | 0 ( 0 0 0 ) | 
1 | 3771938 | 8 | 41.3701 | 0 ( 0 0 0 ) | 
1 | 3771945 | 8 | 30.6492 | 0.0378391 ( 0 1.15974 0 ) | 
1 | 3817457 | 8 | 50.7989 | 0.0252894 ( 0 1.28467 0 ) | 
1 | 3817463 | 8 | 41.5936 | 0.00950645 ( 0 0.395407 0 ) | 
1 | 3817485 | 8 | 34.0423 | 0.0984132 ( 0.933041 2.41717 0 ) | 
1 | 3817487 | 8 | 38.59 | 0.0342798 ( 1.11727 0.20559 0 ) | 
1 | 3817511 | 8 | 24.2346 | 0.0874568 ( 1.18363 0.935851 0 ) | 
1 | 3817543 | 8 | 21.657 | 0.0266271 ( 0 0.576663 0 ) | 
1 | 3817546 | 8 | 49.5402 | 0 ( 0 0 0 ) | 
1 | 3817588 | 8 | 138.545 | 0.00438981 ( 0 0.608186 0 ) | 
1 | 3817624 | 8 | 38.9482 | 0.0210049 ( 0 0 0.818103 ) | 
1 | 3817642 | 8 | 26.4786 | 0 ( 0 0 0 ) | 
1 | 3817652 | 8 | 51.2395 | 0 ( 0 0 0 ) | 
1 | 3817675 | 8 | 51.0041 | 0.0194268 ( 0 0.415301 0.575547 ) | 
1 | 3817702 | 8 | 42.7904 | 0 ( 0 0 0 ) | 
1 | 3817705 | 8 | 37.8994 | 0 ( 0 0 0 ) | 
1 | 3817729 | 8 | 23.6764 | 0.0757891 ( 0 0.133683 1.66073 ) | 
1 | 3817738 | 8 | 49.2549 | 0.0117909 ( 0 0.580758 0 ) | 
1 | 3817747 | 8 | 34.0411 | 0.0794669 ( 1.84153 0 0.863613 ) | 
1 | 3817754 | 8 | 43.6627 | 0.123476 ( 0 4.85932 0.531993 ) | 
1 | 3817763 | 8 | 56.8787 | 0.0649083 ( 0 3.6919 0 ) | 
1 | 3817782 | 8 | 36.8981 | 0.00824803 ( 0 0.304337 0 ) | 
1 | 3817803 | 8 | 40.7958 | 0.0226134 ( 0 0.922531 0 ) | 
1 | 3817809 | 8 | 25.2808 | 0.0125289 ( 0 0.31674 0 ) | 
1 | 3817826 | 8 | 23.6233 | 0 ( 0 0 0 ) | 
1 | 3817843 | 8 | 60.2597 | 0.0114957 ( 0 0 0.69273 ) | 
1 | 3817846 | 8 | 39.3988 | 0.0765942 ( 0 3.01772 0 ) | 
1 | 3817848 | 8 | 23.1126 | 0.122704 ( 0.947287 1.88872 0 ) | 
1 | 3817860 | 8 | 43.0878 | 0.00288526 ( 0 0.124319 0 ) | 
1 | 3817865 | 8 | 63.7741 | 0.0334189 ( 0 0.62229 1.50897 ) | 
1 | 3817893 | 8 | 31.3615 | 0.0971369 ( 0.925132 0.693894 1.42734 ) | 
1 | 3817908 | 8 | 39.7707 | 0 ( 0 0 0 ) | 
1 | 3817928 | 8 | 26.6173 | 0.0774852 ( 0.75412 1.30833 0 ) | 
1 | 3817961 | 8 | 49.7992 | 0.0516854 ( 0 1.82343 0.750462 ) | 
1 | 3817962 | 8 | 38.2959 | 0.0489038 ( 0 0 1.87282 ) | 
1 | 3817989 | 8 | 60.7716 | 0.0308922 ( 0 0 1.87737 ) | 
1 | 3818075 | 8 | 75.3374 | 0.00967025 ( 0 0.728532 0 ) | 
1 | 3818089 | 8 | 58.483 | 0.0344588 ( 0.789463 0 1.22579 ) | 
